m.h.- , cohérence entre actes et paroles , coherence between speech and action , 0 , 2 , 2
y.e.-we.h.-' , proposer des solutions , to propose solutions , 0 , 3 , 1
m.u.-t.u.-d.u.-' , masqué | dissimulé , masked | concealed , 0 , 3 , 2
b.i.-k.i.-' , place publique , public place , 0 , 3 , 2
M:O:.f.- , obstacle face aux personnes , obstacle related to people , 0 , 2 , 2
M:M:.o.-M:M:.o.-s.u.-' , qualités anthropologiques , anthropological qualities , 1 , 3 , 2
l.a.-m.a.-' , alliance , alliance , 0 , 3 , 2
f.o.-a.a.-' , population humaine , human population , 0 , 3 , 2
e.b.- , être incohérent , to be incoherent , 0 , 2 , 1
M:M:.e.- , habileté , ability , 1 , 2 , 2
f.a.-b.a.-f.o.-' , musicien , musician , 0 , 3 , 2
s.-T:.A:.-' , humide , wet , 0 , 3 , 2
b.-B:.U:.-' , vert , green , 0 , 3 , 2
O:M:.o.- , performer dans la volonté , to perform in will , 0 , 2 , 1
k.u.-d.u.-' , aura , aura , 0 , 3 , 2
k.e.-m.a.-wa.e.-' , compétence en amitié avec soi-même , competence in friendship with oneself , 0 , 3 , 2
m.u.-s.u.-d.u.-' , fantasmé , fantasized , 0 , 3 , 2
m.a.-f.a.-f.o.-' , aidant , helper , 0 , 3 , 2
E:S:.e.- , pourra , will be able , 0 , 2 , 3
E:S:.O:O:.- , première personne , first person , 0 , 2 , 3
e.O:M:.- , performer sur une base de capacités , to perform on a basis of capacities , 0 , 2 , 1
O:O:.F:.- , contrôler l'expérience sensori-motrice , to control sensori-motor experience , 1 , 2 , 1
f.we.- , loisir | divertissement | récréation , leisure | entertainment | recreation , 0 , 2 , 2
wo.wu.- , s'habituer , to get used , 0 , 2 , 1
d.-S:.U:.-' , dur | rigide , hard | rigid , 0 , 3 , 2
n.a.-d.a.-f.o.-' , client , customer , 0 , 3 , 2
p.b.- , mauvaise réputation | rejet par les consommateurs , bad reputation | rejection from the consumers , 0 , 2 , 2
E:T:M:. , distribution dans l'espace , space distribution , 0 , 1 , 3
s.o.-o.o.-' , viabilité économique , economic sustainability , 0 , 3 , 2
f.o.-d.o.-' , attention , attention , 0 , 3 , 2
f.u.-n.u.-' , attribut , attribute , 0 , 3 , 2
t.o.-m.o.-' , espérance , hope , 0 , 3 , 2
f.o.-m.o.-' , passion , passion , 0 , 3 , 2
l.o.-a.a.-s.y.-' , cartographie réseaux sociaux , social network cartography , 0 , 3 , 2
u.e.- , juger , to judge , 0 , 2 , 1
l.a.-t.a.-' , atlas , atlas , 0 , 3 , 2
we.e.- , renouveler les compétences , to renew competences , 0 , 2 , 1
k.u.-m.u.-' , stigmate , stigmata , 0 , 3 , 2
s.a.-f.a.-' , psychothérapie , psychotherapy , 0 , 3 , 2
b.o.-l.o.-' , transmission , transmission , 0 , 3 , 2
t.a.-d.a.-' , investissement , investment , 0 , 3 , 2
t.o.-l.o.-s.u.-' , simultané , simultaneous , 0 , 3 , 2
l.u.-k.u.-' , miracle , miracle , 0 , 3 , 2
e.T:.- , construire | combiner , to build | to combine , 0 , 2 , 1
s.i.- , interface , interface , 0 , 2 , 2
we.M:M:.- , cultiver un équilibre durable , to cultivate a sustainable equilibrium , 0 , 2 , 1
j.i.- , développement de la pensée stratégique , strategic thinking development , 0 , 2 , 2
p.M:O:.- , transformation sur base de capacités , transformation on ability basis , 0 , 2 , 2
f.M:O:.- , connexion personnelle d'un cycle de création-innovation , personal connection of a creation-innovation cycle , 0 , 2 , 2
E:O:.p.- , mode de définition virtuel , manner of definition virtual , 0 , 2 , 3
b.o.-n.o.-' , poésie , poetry , 0 , 3 , 2
s.a.-d.a.-' , conseil personnel , personal advice , 0 , 3 , 2
k.o.-d.o.-s.u.-' , honnête , honest , 0 , 3 , 2
t.g.- , thème traditionnel | thème récurrent , traditional theme | recurring theme , 0 , 2 , 2
k.wu.- , communauté de goût , community of taste , 0 , 2 , 2
E:F:.U:O:.- , nombre indifférent , indifferent number , 0 , 2 , 3
s.o.-n.o.-s.u.-' , médité , meditated , 0 , 3 , 2
e.wo.- , exploiter un talent | exploiter un don , to exploit a talent | to exploit a gift , 0 , 2 , 1
k.g.- , public re-créé | communauté de média re-créée , re-created public | re-created media community , 0 , 2 , 2
f.o.-n.o.-s.u.-' , pas | démarche , step | gait , 0 , 3 , 2
k.o.-e.e.-' , corporation , corporation , 0 , 3 , 2
g.o.- , assimilation de l'inconscient par l'égo , assimilation of the unconscious by the ego , 0 , 2 , 2
k.u.-f.u.-' , sainteté , sanctity | holiness , 0 , 3 , 2
o.A:.- , envoyer , to send , 0 , 2 , 1
O:O:.p.- , gouverner le rapport aux objectifs , to govern the relation to objectives , 0 , 2 , 1
E:B:.O:M:.- , temps présent , present tense , 0 , 2 , 3
s.i.-n.i.-' , dispositif de réfrigération , cooling device , 0 , 3 , 2
p.o.- , contemplation de l'objet de désir , contemplation of the object of desire , 0 , 2 , 2
f.a.-b.a.-' , concert , concert , 0 , 3 , 2
n.o.-o.o.-s.y.-' , sciences juridiques , legal sciences , 0 , 3 , 2
f.e.-n.i.-' , survie , survival , 0 , 3 , 2
wa.m.- , sublimer ses émotions , to sublimate one's emotions , 0 , 2 , 1
h.m.- , incohérence entre les paroles et les actes , inconsistency between speech and act , 0 , 2 , 2
t.u.-b.u.-' , texte , text , 0 , 3 , 2
d.u.-t.u.-d.u.-' , ancre , anchor , 0 , 3 , 2
d.e.-b.i.-wa.e.-' , compétence en la maîtrise techniques de communication , competence in the mastery of communication techniques , 0 , 3 , 2
E:U:.j.- , par contraste | mais | pourtant | au contraire , by contrast | but | and yet | on the contrary , 0 , 2 , 3
i.k.- , voler quelque chose , to steal , 0 , 2 , 1
t.o.-t.o.-' , changement , change , 0 , 3 , 2
f.o.-k.o.-' , rite , rite , 0 , 3 , 2
b.o.-t.o.-s.u.-' , promis , promised , 0 , 3 , 2
l.o.-e.e.-' , emploi , employment , 0 , 3 , 2
t.o.-a.a.-s.y.-' , généalogie , genealogy , 0 , 3 , 2
t.e.-d.u.-' , problématique informationnelle , informational problem , 0 , 3 , 2
M:U:. , mutation virtuelle , virtual mutation , 0 , 1 , 2
t.x.- , calendrier d'un projet | budget d'un projet , calendar of a project | budget of a project , 0 , 2 , 2
l.o.-e.e.-s.y.-' , marché du travail , labour market , 0 , 3 , 2
wo.f.- , expérimenter de nouvelles habitudes corporelles , to experiment new bodily habits , 0 , 2 , 1
e.s.- , négliger les codes , to neglect codes , 0 , 2 , 1
wu.k.- , être sensible aux rapports humains , to be sensitive to human relations , 0 , 2 , 1
k.x.- , équipe de projet renouvelée , renewed project team , 0 , 2 , 2
s.wo.- , stratégie , strategy , 0 , 2 , 2
E:B:O:. , croyance , belief , 0 , 1 , 3
f.o.-f.o.-' , corps , body , 0 , 3 , 2
k.a.-t.a.-' , administration | bureau , administration | office , 0 , 3 , 2
l.wo.- , liberté de pensée , freedom of thought , 0 , 2 , 2
k.u.-k.u.-' , divin , divine , 0 , 3 , 2
j.O:O:.- , changement de langage génératif , generative language change , 0 , 2 , 2
wo.O:M:.- , identifier les points clé de son activité , to identify key-points of one's activity , 0 , 2 , 1
b.h.- , réinterprétation du contexte , context reinterpretation , 0 , 2 , 2
s.u.-b.u.-' , phrase , phrase , 0 , 3 , 2
m.u.- , symptôme , symptom , 0 , 2 , 2
l.o.-h.h.-' , paysage sacré | espace sacré , sacred landscape | sacred space , 0 , 3 , 2
m.o.-b.o.-s.u.-' , exprimé , expressed , 0 , 3 , 2
k.e.-f.a.-wa.e.-' , compétence en soin de soi-même , competence in taking care of oneself , 0 , 3 , 2
O:O:.O:O:.- , vivre , to live , 1 , 2 , 1
a.j.- , assumer son style , to assume one's style , 0 , 2 , 1
f.o.-m.o.-s.u.-' , joyeux , joyful , 0 , 3 , 2
n.o.-b.o.-' , style , style , 0 , 3 , 2
wu.A:.- , toucher | reconnaître des formes tactiles , to touch | to recognize tactile forms , 0 , 2 , 1
wu.M:M:.- , cultiver la subtilité de la perception , to cultivate subtlety of perception , 0 , 2 , 1
d.u.- , pointeur , pointer , 0 , 2 , 2
o.p.- , choisir un sujet , to choose a subject , 0 , 2 , 1
p.wu.- , création d'un objectif | destruction d'un objectif , creation of an objective | destruction of an objective , 0 , 2 , 2
M:M:.j.- , cycle de création-innovation poétique , poetic creation-innovation cycle , 0 , 2 , 2
M:M:.-T:.U:.-' , zénith abstrait , abstract zenith , 0 , 3 , 2
M:O:.M:M:.- , obstacle , obstacle , 1 , 2 , 2
m.u.-m.u.-d.u.-' , autre , other , 0 , 3 , 2
E:B:.j.- , mutation , mutation , 0 , 2 , 3
a.o.- , suivre , to follow , 0 , 2 , 1
f.a.-k.a.-f.o.-' , hôte , host , 0 , 3 , 2
k.y.- , intelligence relationnelle , relational intelligence , 0 , 2 , 2
u.wo.- , publier | exposer une oeuvre originale , to publish | to exhibit an original work , 0 , 2 , 1
m.o.-o.o.-' , problème social , social problem , 0 , 3 , 2
wo.k.- , semer les graines du changement social , to plant the seeds of social change , 0 , 2 , 1
M:M:.wu.- , sources esthétiques du sens , aesthetic sources of meaning , 0 , 2 , 2
m.-T:.A:.-' , tristesse , sadness , 0 , 3 , 2
s.a.-k.a.-f.o.-' , politicien , politician , 0 , 3 , 2
u.T:.- , marcher | rouler | voyager sur terre , to walk | to travel on land , 0 , 2 , 1
s.u.-m.u.-' , rêve , dream , 0 , 3 , 2
t.a.-t.a.-' , fondation , foundation , 0 , 3 , 2
M:O:.b.- , obstacle dans le langage , obstacle in language , 0 , 2 , 2
we.we.- , mourir , to die , 0 , 2 , 1
d.o.-y.y.-' , paradigme | épistémé , paradigm | episteme , 0 , 3 , 2
m.i.-s.i.-t.u.-' , piégé , trapped , 0 , 3 , 2
d.i.-l.i.-t.u.-' , adresse | indicateur , address | indicator , 0 , 3 , 2
x.wa.- , nouveau véhicule | nouvel outil , new vehicle | new tool , 0 , 2 , 2
f.a.-k.a.-' , accueil | hospitalité , welcome | hospitality , 0 , 3 , 2
f.o.-o.o.-s.y.-' , gestion des ressources humaines , human resources management , 0 , 3 , 2
O:M:.O:M:.- , performer , to perform , 1 , 2 , 1
b.u.-b.u.-d.u.-' , signifiant , significant , 0 , 3 , 2
m.i.-f.i.-t.u.-' , caressé , caressed , 0 , 3 , 2
n.a.- , juge , judge , 0 , 2 , 2
t.O:O:.- , sources du sens dans la mémoire , sources of meaning in memory , 0 , 2 , 2
x.k.- , manque de ressources humaines , lack of human resources , 0 , 2 , 2
s.h.- , projet culturel | dimension culturelle d'un projet de création-innovation , cultural project | cultural dimension of a creation-innovation project , 0 , 2 , 2
O:O:.wo.- , germer , to sprout , 0 , 2 , 1
M:M:.a.-M:M:.a.-' , fonctions sociales , social functions , 1 , 3 , 2
E:S:.a.- , s'engagera , will commit , 0 , 2 , 3
k.o.-o.o.-' , régime politique , political regime , 0 , 3 , 2
y.i.- , expliciter | formaliser , to explicitate | to formalize , 0 , 2 , 1
t.o.-u.u.-s.y.-' , histoire de la communication , history of communication , 0 , 3 , 2
m.u.-k.u.-d.u.-' , sacrifié , sacrificed , 0 , 3 , 2
E:T:.wo.- , il , it , 0 , 2 , 3
l.o.-y.y.-s.y.-' , muséologie , museology , 0 , 3 , 2
p.O:O:.- , changement d'objet génératif , generative object change , 0 , 2 , 2
m.wa.- , audace , audacity , 0 , 2 , 2
t.e.-k.u.-' , symbole original , original symbol , 0 , 3 , 2
E:T:A:. , par expérience | à  partir des faits , by experience | from the facts , 0 , 1 , 3
s.i.-l.i.-' , articulation physique , articulation | joint , 0 , 3 , 2
d.o.-i.i.-s.y.-' , protocole d'expérimentation | protocole d'observation , experimental protocol | observational protocol , 0 , 3 , 2
O:O:.y.- , travailler les savoirs , to work on knowledge , 0 , 2 , 1
f.wa.- , activité physique , physical activity , 0 , 2 , 2
O:M:.c.- , travailler sur soi , to work on oneself , 0 , 2 , 1
s.o.-h.h.-' , transcendance , transcendence , 0 , 3 , 2
h.O:M:.- , processus sémantique actualisant virtuel , actualizing semantic process virtual , 0 , 2 , 2
n.wo.- , exercice spirituel , spiritual exercise , 0 , 2 , 2
n.u.-s.u.-' , forme d'ensemble | structure d'ensemble , overall form | overall structure , 0 , 3 , 2
M:O:.s.- , obstacle initial , initial obstacle , 0 , 2 , 2
l.e.- , compétence en ingénierie rhétorique , engineering competence rhetoric , 0 , 2 , 2
O:O:.T:.- , contrôler l'expérience motrice , to control motor experience , 0 , 2 , 1
t.a.-m.a.-' , ascendance , ancestry , 0 , 3 , 2
n.i.-d.i.-t.u.-' , rapide , quick , 0 , 3 , 2
f.-T:.U:.-' , goût piquant , spicy , 0 , 3 , 2
i.wu.- , équiper un territoire | équiper une collectivité , to equip a territory | to equip a collectivity , 0 , 2 , 1
b.o.-l.o.-s.u.-' , transmis , transmitted , 0 , 3 , 2
p.n.- , absence d'initiative économique , lack of economic initiative , 0 , 2 , 2
d.a.-k.a.-' , inspection , inspection , 0 , 3 , 2
s.o.-o.o.-s.y.-' , sciences du management , management sciences , 0 , 3 , 2
s.o.-y.y.-' , méthode scientifique , scientific method , 0 , 3 , 2
we.a.- , renouveler ses engagements , to renew one's commitments , 0 , 2 , 1
m.c.- , respect des personnes , respect of people , 0 , 2 , 2
d.i.-n.i.-t.u.-' , piloté , steered , 0 , 3 , 2
k.-T:.A:.-' , lourd , heavy , 0 , 3 , 2
f.i.-s.i.-' , prothèse , prosthesis , 0 , 3 , 2
l.o.-s.o.-s.u.-' , exploré , explored , 0 , 3 , 2
l.o.-b.o.-s.u.-' , composé , composed , 0 , 3 , 2
s.u.-f.u.-' , perception , perception , 0 , 3 , 2
E:F:.M:M:.- , où | lieu , where | place , 0 , 2 , 3
k.o.-i.i.-' , technologie | procédé technique , technology | technical process , 0 , 3 , 2
wu.p.- , mesurer la distance aux objectifs , to measure the distance to the objectives , 0 , 2 , 1
wa.wu.- , se restaurer | se distraire , to eat | to rest | to entertain oneself , 0 , 2 , 1
O:M:.p.- , travailler le sujet , to work on the subject , 0 , 2 , 1
e.x.- , s'approprier des outils , to make tools one's own , 0 , 2 , 1
E:A:.M:O:.- , manière positive , positive manner , 0 , 2 , 3
l.i.-f.i.-t.u.-' , puissant | agile , powerful | agile , 0 , 3 , 2
s.u.- , image , image , 0 , 2 , 2
h.a.- , adhésion aux valeurs du groupe , adherence to the values of the community , 0 , 2 , 2
c.O:O:.- , changement personnel génératif , generative personal change , 0 , 2 , 2
g.c.- , renouvellement d'un vœu | renouvellement dune promesse , vow renewal | promise renewal , 0 , 2 , 2
U:+M: , réseaux virtuels , virtual networks , 0 , 0 , 1
O:O:.M:O:.- , gouverner , to govern , 1 , 2 , 1
f.o.-x.x.-' , biomolécule active , active biomolecule , 0 , 3 , 2
f.e.-l.i.-' , combat , fight , 0 , 3 , 2
k.o.-y.y.-s.y.-' , sociologie arts / sciences , sociology arts / sciences , 0 , 3 , 2
f.e.-t.i.-wa.e.-' , compétence en conduite , competence in driving , 0 , 3 , 2
E:O:.d.- , bas direction | derrière direction , low direction | behind direction , 0 , 2 , 3
E:A:M:. , variation quantitative , quantity variation , 0 , 1 , 3
O:M:.M:.- , provoquer un changement physique , to provoke a physical change , 0 , 2 , 1
E:A:.l.- , après , after , 0 , 2 , 3
n.i.-b.i.-t.u.-' , éclairé , lighted , 0 , 3 , 2
E:T:.O:M:.- , temps passé , past tense , 0 , 2 , 3
